image_path,class_id,class_name
raw\images\scratches\Sc_14.bmp,5,划痕
raw\images\crazing\Cr_127.bmp,0,裂纹
raw\images\rolled-in_scale\RS_147.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_166.bmp,3,麻点
raw\images\scratches\Sc_285.bmp,5,划痕
raw\images\inclusion\In_70.bmp,1,夹杂
raw\images\rolled-in_scale\RS_219.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_98.bmp,4,氧化铁皮
raw\images\patches\Pa_7.bmp,2,斑块
raw\images\scratches\Sc_22.bmp,5,划痕
raw\images\pitted_surface\PS_63.bmp,3,麻点
raw\images\crazing\Cr_76.bmp,0,裂纹
raw\images\scratches\Sc_103.bmp,5,划痕
raw\images\pitted_surface\PS_145.bmp,3,麻点
raw\images\patches\Pa_114.bmp,2,斑块
raw\images\scratches\Sc_125.bmp,5,划痕
raw\images\rolled-in_scale\RS_117.bmp,4,氧化铁皮
raw\images\crazing\Cr_86.bmp,0,裂纹
raw\images\rolled-in_scale\RS_252.bmp,4,氧化铁皮
raw\images\crazing\Cr_243.bmp,0,裂纹
raw\images\patches\Pa_119.bmp,2,斑块
raw\images\scratches\Sc_264.bmp,5,划痕
raw\images\pitted_surface\PS_116.bmp,3,麻点
raw\images\rolled-in_scale\RS_279.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_207.bmp,4,氧化铁皮
raw\images\inclusion\In_108.bmp,1,夹杂
raw\images\pitted_surface\PS_177.bmp,3,麻点
raw\images\pitted_surface\PS_69.bmp,3,麻点
raw\images\rolled-in_scale\RS_294.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_207.bmp,3,麻点
raw\images\rolled-in_scale\RS_249.bmp,4,氧化铁皮
raw\images\scratches\Sc_180.bmp,5,划痕
raw\images\inclusion\In_177.bmp,1,夹杂
raw\images\patches\Pa_67.bmp,2,斑块
raw\images\pitted_surface\PS_183.bmp,3,麻点
raw\images\scratches\Sc_172.bmp,5,划痕
raw\images\scratches\Sc_42.bmp,5,划痕
raw\images\patches\Pa_158.bmp,2,斑块
raw\images\inclusion\In_133.bmp,1,夹杂
raw\images\crazing\Cr_33.bmp,0,裂纹
raw\images\patches\Pa_45.bmp,2,斑块
raw\images\rolled-in_scale\RS_162.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_163.bmp,3,麻点
raw\images\scratches\Sc_80.bmp,5,划痕
raw\images\pitted_surface\PS_189.bmp,3,麻点
raw\images\pitted_surface\PS_26.bmp,3,麻点
raw\images\crazing\Cr_289.bmp,0,裂纹
raw\images\scratches\Sc_198.bmp,5,划痕
raw\images\scratches\Sc_162.bmp,5,划痕
raw\images\inclusion\In_12.bmp,1,夹杂
raw\images\patches\Pa_263.bmp,2,斑块
raw\images\crazing\Cr_107.bmp,0,裂纹
raw\images\rolled-in_scale\RS_61.bmp,4,氧化铁皮
raw\images\crazing\Cr_26.bmp,0,裂纹
raw\images\inclusion\In_294.bmp,1,夹杂
raw\images\inclusion\In_267.bmp,1,夹杂
raw\images\rolled-in_scale\RS_234.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_52.bmp,4,氧化铁皮
raw\images\inclusion\In_298.bmp,1,夹杂
raw\images\pitted_surface\PS_250.bmp,3,麻点
raw\images\pitted_surface\PS_42.bmp,3,麻点
raw\images\crazing\Cr_259.bmp,0,裂纹
raw\images\inclusion\In_39.bmp,1,夹杂
raw\images\pitted_surface\PS_266.bmp,3,麻点
raw\images\inclusion\In_152.bmp,1,夹杂
raw\images\patches\Pa_8.bmp,2,斑块
raw\images\pitted_surface\PS_255.bmp,3,麻点
raw\images\scratches\Sc_286.bmp,5,划痕
raw\images\pitted_surface\PS_114.bmp,3,麻点
raw\images\scratches\Sc_91.bmp,5,划痕
raw\images\patches\Pa_164.bmp,2,斑块
raw\images\pitted_surface\PS_135.bmp,3,麻点
raw\images\pitted_surface\PS_119.bmp,3,麻点
raw\images\scratches\Sc_4.bmp,5,划痕
raw\images\rolled-in_scale\RS_244.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_194.bmp,3,麻点
raw\images\crazing\Cr_47.bmp,0,裂纹
raw\images\scratches\Sc_222.bmp,5,划痕
raw\images\scratches\Sc_17.bmp,5,划痕
raw\images\scratches\Sc_234.bmp,5,划痕
raw\images\scratches\Sc_99.bmp,5,划痕
raw\images\crazing\Cr_252.bmp,0,裂纹
raw\images\pitted_surface\PS_162.bmp,3,麻点
raw\images\scratches\Sc_127.bmp,5,划痕
raw\images\crazing\Cr_216.bmp,0,裂纹
raw\images\inclusion\In_128.bmp,1,夹杂
raw\images\rolled-in_scale\RS_118.bmp,4,氧化铁皮
raw\images\patches\Pa_153.bmp,2,斑块
raw\images\pitted_surface\PS_39.bmp,3,麻点
raw\images\crazing\Cr_18.bmp,0,裂纹
raw\images\rolled-in_scale\RS_46.bmp,4,氧化铁皮
raw\images\patches\Pa_145.bmp,2,斑块
raw\images\inclusion\In_214.bmp,1,夹杂
raw\images\patches\Pa_55.bmp,2,斑块
raw\images\scratches\Sc_55.bmp,5,划痕
raw\images\crazing\Cr_13.bmp,0,裂纹
raw\images\scratches\Sc_26.bmp,5,划痕
raw\images\rolled-in_scale\RS_233.bmp,4,氧化铁皮
raw\images\scratches\Sc_240.bmp,5,划痕
raw\images\crazing\Cr_17.bmp,0,裂纹
raw\images\rolled-in_scale\RS_1.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_31.bmp,4,氧化铁皮
raw\images\patches\Pa_20.bmp,2,斑块
raw\images\crazing\Cr_46.bmp,0,裂纹
raw\images\inclusion\In_250.bmp,1,夹杂
raw\images\patches\Pa_33.bmp,2,斑块
raw\images\scratches\Sc_213.bmp,5,划痕
raw\images\patches\Pa_208.bmp,2,斑块
raw\images\inclusion\In_213.bmp,1,夹杂
raw\images\rolled-in_scale\RS_154.bmp,4,氧化铁皮
raw\images\scratches\Sc_116.bmp,5,划痕
raw\images\scratches\Sc_280.bmp,5,划痕
raw\images\inclusion\In_182.bmp,1,夹杂
raw\images\patches\Pa_106.bmp,2,斑块
raw\images\patches\Pa_130.bmp,2,斑块
raw\images\crazing\Cr_202.bmp,0,裂纹
raw\images\crazing\Cr_249.bmp,0,裂纹
raw\images\crazing\Cr_120.bmp,0,裂纹
raw\images\rolled-in_scale\RS_30.bmp,4,氧化铁皮
raw\images\scratches\Sc_10.bmp,5,划痕
raw\images\inclusion\In_113.bmp,1,夹杂
raw\images\rolled-in_scale\RS_27.bmp,4,氧化铁皮
raw\images\patches\Pa_149.bmp,2,斑块
raw\images\crazing\Cr_77.bmp,0,裂纹
raw\images\scratches\Sc_282.bmp,5,划痕
raw\images\inclusion\In_106.bmp,1,夹杂
raw\images\pitted_surface\PS_149.bmp,3,麻点
raw\images\crazing\Cr_191.bmp,0,裂纹
raw\images\pitted_surface\PS_48.bmp,3,麻点
raw\images\crazing\Cr_194.bmp,0,裂纹
raw\images\patches\Pa_284.bmp,2,斑块
raw\images\pitted_surface\PS_299.bmp,3,麻点
raw\images\crazing\Cr_197.bmp,0,裂纹
raw\images\pitted_surface\PS_282.bmp,3,麻点
raw\images\patches\Pa_76.bmp,2,斑块
raw\images\pitted_surface\PS_154.bmp,3,麻点
raw\images\rolled-in_scale\RS_203.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_245.bmp,3,麻点
raw\images\crazing\Cr_153.bmp,0,裂纹
raw\images\rolled-in_scale\RS_53.bmp,4,氧化铁皮
raw\images\crazing\Cr_200.bmp,0,裂纹
raw\images\pitted_surface\PS_215.bmp,3,麻点
raw\images\rolled-in_scale\RS_126.bmp,4,氧化铁皮
raw\images\patches\Pa_74.bmp,2,斑块
raw\images\crazing\Cr_130.bmp,0,裂纹
raw\images\rolled-in_scale\RS_199.bmp,4,氧化铁皮
raw\images\inclusion\In_140.bmp,1,夹杂
raw\images\scratches\Sc_92.bmp,5,划痕
raw\images\rolled-in_scale\RS_69.bmp,4,氧化铁皮
raw\images\patches\Pa_262.bmp,2,斑块
raw\images\inclusion\In_282.bmp,1,夹杂
raw\images\crazing\Cr_124.bmp,0,裂纹
raw\images\scratches\Sc_139.bmp,5,划痕
raw\images\inclusion\In_58.bmp,1,夹杂
raw\images\scratches\Sc_144.bmp,5,划痕
raw\images\inclusion\In_216.bmp,1,夹杂
raw\images\scratches\Sc_45.bmp,5,划痕
raw\images\pitted_surface\PS_295.bmp,3,麻点
raw\images\rolled-in_scale\RS_211.bmp,4,氧化铁皮
raw\images\crazing\Cr_129.bmp,0,裂纹
raw\images\patches\Pa_197.bmp,2,斑块
raw\images\inclusion\In_236.bmp,1,夹杂
raw\images\inclusion\In_109.bmp,1,夹杂
raw\images\inclusion\In_166.bmp,1,夹杂
raw\images\rolled-in_scale\RS_105.bmp,4,氧化铁皮
raw\images\scratches\Sc_185.bmp,5,划痕
raw\images\rolled-in_scale\RS_127.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_50.bmp,3,麻点
raw\images\patches\Pa_123.bmp,2,斑块
raw\images\rolled-in_scale\RS_263.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_297.bmp,4,氧化铁皮
raw\images\scratches\Sc_206.bmp,5,划痕
raw\images\pitted_surface\PS_76.bmp,3,麻点
raw\images\inclusion\In_198.bmp,1,夹杂
raw\images\rolled-in_scale\RS_260.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_172.bmp,3,麻点
raw\images\patches\Pa_100.bmp,2,斑块
raw\images\scratches\Sc_76.bmp,5,划痕
raw\images\patches\Pa_165.bmp,2,斑块
raw\images\rolled-in_scale\RS_180.bmp,4,氧化铁皮
raw\images\patches\Pa_299.bmp,2,斑块
raw\images\rolled-in_scale\RS_140.bmp,4,氧化铁皮
raw\images\patches\Pa_124.bmp,2,斑块
raw\images\pitted_surface\PS_180.bmp,3,麻点
raw\images\rolled-in_scale\RS_159.bmp,4,氧化铁皮
raw\images\crazing\Cr_159.bmp,0,裂纹
raw\images\rolled-in_scale\RS_283.bmp,4,氧化铁皮
raw\images\inclusion\In_37.bmp,1,夹杂
raw\images\inclusion\In_295.bmp,1,夹杂
raw\images\inclusion\In_119.bmp,1,夹杂
raw\images\inclusion\In_120.bmp,1,夹杂
raw\images\pitted_surface\PS_99.bmp,3,麻点
raw\images\scratches\Sc_228.bmp,5,划痕
raw\images\inclusion\In_75.bmp,1,夹杂
raw\images\pitted_surface\PS_128.bmp,3,麻点
raw\images\crazing\Cr_189.bmp,0,裂纹
raw\images\scratches\Sc_52.bmp,5,划痕
raw\images\scratches\Sc_28.bmp,5,划痕
raw\images\rolled-in_scale\RS_266.bmp,4,氧化铁皮
raw\images\crazing\Cr_278.bmp,0,裂纹
raw\images\patches\Pa_110.bmp,2,斑块
raw\images\crazing\Cr_226.bmp,0,裂纹
raw\images\inclusion\In_221.bmp,1,夹杂
raw\images\inclusion\In_142.bmp,1,夹杂
raw\images\patches\Pa_282.bmp,2,斑块
raw\images\inclusion\In_116.bmp,1,夹杂
raw\images\rolled-in_scale\RS_153.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_276.bmp,3,麻点
raw\images\patches\Pa_278.bmp,2,斑块
raw\images\inclusion\In_153.bmp,1,夹杂
raw\images\pitted_surface\PS_262.bmp,3,麻点
